name	type	latlon
Westend	wifi	"37.10674128,-93.2905245"
Debra	wifi	"37.20763192,-93.44180166"
Graedel	wifi	"37.20515908,-93.23709788"
Coolidge	wifi	"37.32095039,-93.19588837"
Main	wifi	"37.26699408,-93.26622311"
Artisan	wifi	"37.23931173,-93.14679939"
Packers	wifi	"37.21944529,-93.39677232"
Sauthoff	wifi	"37.13136794,-93.28144728"
Kenwood	wifi	"37.16253335,-93.22172791"
Continental	wifi	"37.20695016,-93.31560577"
Old Gate	wifi	"37.23773382,-93.36239947"
Harbort	wifi	"37.22469947,-93.39087374"
Orin	wifi	"37.24002903,-93.18875526"
Kings	wifi	"37.18271177,-93.1715819"
Lawn	wifi	"37.1789128,-93.44832611"
Carberry	wifi	"37.32143287,-93.25368882"
Northland	wifi	"37.20646462,-93.17852048"
Claremont	wifi	"37.15812257,-93.43665082"
Springview	wifi	"37.12364507,-93.25071877"
Eastwood	wifi	"37.11916667,-93.18521728"
Dottie	wifi	"37.25208895,-93.15071402"
Portage	wifi	"37.17616226,-93.45184764"
Monument	wifi	"37.09207271,-93.23072262"
Ryan	wifi	"37.14737512,-93.21169906"
Graceland	wifi	"37.22013317,-93.38285209"
Stone Corner	wifi	"37.18191067,-93.11629773"
Maryland	wifi	"37.19159488,-93.1967081"
Mesta	wifi	"37.29145398,-93.2910023"
Autumn Leaf	wifi	"37.20084299,-93.36215644"
Blackbird	wifi	"37.24141594,-93.38901525"
Shopko	wifi	"37.25349081,-93.12184362"
Erie	wifi	"37.34480011,-93.27448756"
Ryan	wifi	"37.3107561,-93.38432222"
Northland	wifi	"37.13545274,-93.27591344"
Briar Crest	wifi	"37.16914179,-93.34398044"
Chive	wifi	"37.31397612,-93.40678981"
Vermont	wifi	"37.11585241,-93.16136131"
Esch	wifi	"37.30405082,-93.32097407"
La Follette	wifi	"37.18813789,-93.20469047"
Sundown	wifi	"37.19723663,-93.31340949"
Dottie	wifi	"37.08348752,-93.29780186"
Lillian	wifi	"37.26206521,-93.25624671"
Sommers	wifi	"37.22031108,-93.11856493"
Westerfield	wifi	"37.29764271,-93.22107287"
Truax	wifi	"37.25021834,-93.26610361"
Fordem	wifi	"37.18850078,-93.27574977"
Hooker	wifi	"37.22112951,-93.37645702"
North	wifi	"37.14996065,-93.14266923"
Mendota	wifi	"37.2307509,-93.29078872"
Stoughton	wifi	"37.24337814,-93.3595287"
Westend	wifi	"37.27274821,-93.26134316"
Burning Wood	wifi	"37.17133786,-93.30916076"
Moland	wifi	"37.10279981,-93.22180255"
Eagle Crest	wifi	"37.18472521,-93.36002116"
Becker	wifi	"37.27407928,-93.28175062"
Larry	wifi	"37.28621392,-93.33159025"
Mallory	wifi	"37.2471935,-93.37769561"
Sunbrook	wifi	"37.13743995,-93.19248438"
Clove	wifi	"37.13750914,-93.4140081"
Moose	wifi	"37.23009429,-93.19621576"
Kenwood	wifi	"37.09210038,-93.2887022"
Maple	wifi	"37.12318402,-93.37258182"
Pleasure	wifi	"37.15214671,-93.4479069"
Hoffman	wifi	"37.18140762,-93.22735946"
Hovde	wifi	"37.27918624,-93.43082139"
Maryland	wifi	"37.16850507,-93.28123982"
Sachs	wifi	"37.12305659,-93.38629818"
Roth	wifi	"37.10351903,-93.24454295"
Mayer	wifi	"37.15333185,-93.2435201"
Iowa	wifi	"37.22519925,-93.41627253"
Stone Corner	wifi	"37.33024937,-93.29844372"
Mesta	wifi	"37.31682012,-93.34104705"
Dwight	wifi	"37.24188356,-93.37155913"
Welch	wifi	"37.20214909,-93.11289444"
Pierstorff	wifi	"37.14936529,-93.44008291"
Darwin	wifi	"37.21263958,-93.12743363"
Pankratz	wifi	"37.2094175,-93.21623208"
Homewood	wifi	"37.16905186,-93.35857082"
Waubesa	wifi	"37.19973426,-93.15057745"
School	wifi	"37.26944783,-93.17822728"
Comanche	wifi	"37.22159752,-93.22946969"
4th	wifi	"37.22643771,-93.26288037"
Jenna	wifi	"37.29496161,-93.40589653"
Bayside	wifi	"37.29326484,-93.32629272"
Green Ridge	wifi	"37.23913637,-93.46711662"
Transport	wifi	"37.18916243,-93.37445602"
Tony	wifi	"37.21157038,-93.27267894"
David	wifi	"37.20666662,-93.33939444"
Shoshone	wifi	"37.21246091,-93.40461274"
Sunbrook	wifi	"37.0739167,-93.33205106"
Truax	wifi	"37.1137847,-93.38395911"
Northview	wifi	"37.10979283,-93.42361916"
Granby	wifi	"37.3285795,-93.35070335"
Kingsford	wifi	"37.20134945,-93.3255907"
Fuller	wifi	"37.26804196,-93.28681726"
Fairview	wifi	"37.1768015,-93.23724804"
Cody	wifi	"37.16006291,-93.22442205"
Shoshone	wifi	"37.15825347,-93.39655068"
Ronald Regan	wifi	"37.18199567,-93.11412299"
Crest Line	wifi	"37.1854785,-93.28387811"
Nova	wifi	"37.22593721,-93.38443095"
Ohio	wifi	"37.30789792,-93.31713852"
Nobel	wifi	"37.07831427,-93.21951678"
Eliot	wifi	"37.08607094,-93.32851372"
Stephen	wifi	"37.27625898,-93.1945983"
Myrtle	wifi	"37.11496199,-93.38679798"
Reinke	wifi	"37.13815233,-93.35394376"
Armistice	wifi	"37.27909436,-93.38520907"
Nelson	wifi	"37.22034958,-93.38083408"
Eagle Crest	wifi	"37.33209199,-93.29469666"
Crowley	wifi	"37.31458058,-93.17077206"
Rigney	wifi	"37.32027117,-93.36274605"
Sutherland	wifi	"37.12254261,-93.27836548"
Hollow Ridge	wifi	"37.29959694,-93.36055145"
Mcbride	wifi	"37.1776922,-93.41546432"
Merrick	wifi	"37.14160594,-93.35813793"
Bay	wifi	"37.15936085,-93.43683103"
Melody	wifi	"37.28827031,-93.263839"
Forest Dale	wifi	"37.24103588,-93.282468"
Caliangt	wifi	"37.29924933,-93.24255264"
Main	wifi	"37.17872715,-93.41845169"
Acker	wifi	"37.30991307,-93.28674784"
Claremont	wifi	"37.07915952,-93.26933537"
Grasskamp	wifi	"37.1635847,-93.45945312"
Prentice	wifi	"37.1923196,-93.44967996"
Dakota	wifi	"37.16712663,-93.24510078"
Armistice	wifi	"37.27920254,-93.30549156"
West	wifi	"37.17829935,-93.14652859"
Karstens	wifi	"37.09394964,-93.34850327"
Erie	wifi	"37.10352087,-93.32121922"
Ridgeview	wifi	"37.24659279,-93.37078419"
Logan	wifi	"37.20676217,-93.4111377"
Drewry	wifi	"37.16992501,-93.42709692"
Dixon	wifi	"37.33499456,-93.25783943"
Heath	wifi	"37.24308585,-93.28621705"
Nova	wifi	"37.24022271,-93.13075001"
Pearson	wifi	"37.15135862,-93.39059697"
Mitchell	wifi	"37.07552711,-93.35369573"
Thompson	wifi	"37.21889474,-93.41014486"
Washington	wifi	"37.17518418,-93.41895722"
David	wifi	"37.29896335,-93.22642677"
Schmedeman	wifi	"37.29478387,-93.31894389"
Butterfield	wifi	"37.21913285,-93.35547301"
Mendota	wifi	"37.19563922,-93.29287102"
Beilfuss	wifi	"37.20373686,-93.14288722"
Sullivan	wifi	"37.09114183,-93.1872341"
Gerald	wifi	"37.28908971,-93.26811424"
Lakeland	wifi	"37.293534,-93.40341157"
Dennis	wifi	"37.09784782,-93.37533806"
Moland	wifi	"37.34192564,-93.29775422"
Mcbride	wifi	"37.15571772,-93.30954471"
Comanche	wifi	"37.10126761,-93.24599107"
Sunnyside	wifi	"37.19910768,-93.42586953"
Bay	wifi	"37.24058585,-93.38059632"
Jana	wifi	"37.12994022,-93.20738274"
Kedzie	wifi	"37.33568277,-93.37665343"
Talisman	wifi	"37.18086606,-93.20719375"
Scott	wifi	"37.14065656,-93.27112398"
Burrows	wifi	"37.24812803,-93.14788484"
La Follette	wifi	"37.31147912,-93.21844938"
Old Shore	wifi	"37.3171054,-93.21941795"
Farwell	wifi	"37.1538888,-93.45501261"
Shelley	wifi	"37.13847764,-93.44301964"
Meadow Vale	wifi	"37.3375417,-93.33234822"
Boyd	wifi	"37.28628179,-93.18332378"
Spaight	wifi	"37.30597328,-93.3741857"
Westerfield	wifi	"37.33057696,-93.24842476"
Pine View	wifi	"37.10125876,-93.22158791"
Truax	wifi	"37.25358447,-93.40009997"
Laurel	wifi	"37.19416156,-93.3529809"
Red Cloud	wifi	"37.32913602,-93.20484537"
Golf View	wifi	"37.20519325,-93.41228112"
Aberg	wifi	"37.23696444,-93.20220345"
Glacier Hill	wifi	"37.21492838,-93.20451702"
Graedel	wifi	"37.0953393,-93.24922644"
Jana	wifi	"37.11360498,-93.26155785"
Montana	wifi	"37.13327386,-93.30525833"
Nova	wifi	"37.16080527,-93.32613953"
Blue Bill Park	wifi	"37.07621388,-93.24354391"
Carey	wifi	"37.07980531,-93.37366351"
Elmside	wifi	"37.29762978,-93.4335864"
Fairview	wifi	"37.28110049,-93.40691874"
Old Shore	wifi	"37.07443325,-93.30376796"
Reindahl	wifi	"37.20238373,-93.14527059"
Schmedeman	wifi	"37.10060799,-93.2522663"
Village	wifi	"37.13264688,-93.42329797"
Maryland	wifi	"37.25193678,-93.35071747"
Debs	wifi	"37.22560259,-93.37654724"
Parkside	wifi	"37.2133239,-93.11142266"
Pierstorff	wifi	"37.25405474,-93.21252201"
Bultman	wifi	"37.23594245,-93.18189614"
Forest	wifi	"37.20478209,-93.33490462"
Pepper Wood	wifi	"37.27045619,-93.26690801"
Superior	wifi	"37.15888942,-93.14667928"
Chinook	wifi	"37.23713506,-93.359937"
Daystar	wifi	"37.25179901,-93.37017494"
Anderson	wifi	"37.12245702,-93.30129952"
Sycamore	wifi	"37.23746299,-93.44832601"
Charing Cross	wifi	"37.30223307,-93.3046191"
Cody	wifi	"37.28190013,-93.14238142"
Beilfuss	wifi	"37.17705529,-93.37848696"
Badeau	wifi	"37.1152637,-93.27362151"
Northwestern	wifi	"37.29055254,-93.29455707"
Towne	wifi	"37.08866727,-93.37841556"
Straubel	wifi	"37.19206467,-93.16895091"
Moulton	wifi	"37.10304933,-93.19840384"
Cottonwood	wifi	"37.24304688,-93.37087045"
Muir	wifi	"37.26021016,-93.3246897"
Rockefeller	wifi	"37.20185582,-93.27313043"
Buell	wifi	"37.18765259,-93.15738348"
Fieldstone	wifi	"37.14692267,-93.22151254"
Harbort	wifi	"37.09939302,-93.29863967"
Lake View	wifi	"37.32152444,-93.39379683"
Maple Wood	wifi	"37.33629699,-93.33314219"
Kropf	wifi	"37.14708221,-93.39647662"
Forest	wifi	"37.19269106,-93.46746753"
Beilfuss	wifi	"37.07953635,-93.21182855"
Acker	wifi	"37.24745965,-93.44392709"
Washington	wifi	"37.11892124,-93.23101682"
Dunning	wifi	"37.28589465,-93.39980965"
Dottie	wifi	"37.30397278,-93.41112811"
Crowley	wifi	"37.29188189,-93.23911637"
Tennessee	wifi	"37.27575127,-93.17809999"
Lawn	wifi	"37.11084418,-93.2266919"
4th	wifi	"37.14429669,-93.16364318"
Merchant	wifi	"37.18091747,-93.45398413"
Bartillon	wifi	"37.17965224,-93.24522681"
Chinook	wifi	"37.26760945,-93.36447941"
Riverside	wifi	"37.26300917,-93.36257278"
Tomscot	wifi	"37.25880782,-93.18013301"
Pearson	wifi	"37.19527156,-93.21408989"
Troy	wifi	"37.13958116,-93.36184384"
Onsgard	wifi	"37.28281143,-93.15540808"
Lake View	wifi	"37.24279022,-93.35608061"
Cascade	wifi	"37.0812176,-93.26478078"
Monterey	wifi	"37.18031987,-93.29802089"
Shasta	wifi	"37.23559819,-93.40895931"
Skilith	wifi	"37.3684161,-93.26680385"
Wikizz	wifi	"37.43035627,-93.10600117"
Dabshots	wifi	"37.25323204,-93.08529518"
Gigazoom	wifi	"37.26948348,-93.61268954"
Snaptags	wifi	"37.25287081,-93.26915193"
Wordware	wifi	"37.2577351,-93.45986467"
Agimba	wifi	"37.29542162,-93.34958993"
Wikizz	wifi	"37.27208097,-92.95815355"
Eire	wifi	"37.33943014,-93.61586054"
Gabtune	wifi	"37.3025953,-93.4566005"
Fivebridge	wifi	"37.35198288,-93.44868021"
Fivespan	wifi	"37.01323532,-93.20721073"
Dablist	wifi	"37.14080558,-93.10022389"
Topicblab	wifi	"37.23798989,-93.02361737"
Mita	wifi	"37.1515187,-93.39069643"
Mynte	wifi	"37.36806678,-93.00857863"
Kazu	wifi	"37.03260074,-93.54453108"
Topiczoom	wifi	"37.22324169,-93.26106578"
Voomm	wifi	"37.20441687,-93.55517762"
Ntag	wifi	"37.3719269,-93.15365398"
Zoozzy	wifi	"37.44400831,-93.34126568"
Jabberstorm	wifi	"37.42177104,-93.2853515"
Trudoo	wifi	"37.32519199,-93.18328476"
Brainbox	wifi	"37.14298264,-93.37635504"
Zoombeat	wifi	"36.93062883,-93.3842757"
Vitz	wifi	"37.18931413,-93.24519819"
Realpoint	wifi	"37.26701594,-93.56756288"
Realfire	wifi	"37.00710018,-93.27675079"
Avaveo	wifi	"37.32814683,-92.99029587"
Zazio	wifi	"37.26928766,-93.60252394"
Skiptube	wifi	"37.13166228,-93.57657625"
Jabberstorm	wifi	"37.15357467,-93.18947463"
Gabtune	wifi	"37.10391825,-93.37536767"
Pixoboo	wifi	"37.00160603,-93.39262947"
Einti	wifi	"37.34247355,-93.28668568"
Dabjam	wifi	"37.48066792,-93.19148338"
Browsebug	wifi	"37.46982086,-93.4472442"
Tagpad	wifi	"37.16072025,-93.19318426"
Topicstorm	wifi	"37.01934555,-93.54168694"
Blogpad	wifi	"37.00727406,-93.413399"
Zava	wifi	"37.30586554,-93.24247724"
Twitterwire	wifi	"36.92575447,-93.22535499"
Bluejam	wifi	"36.94962675,-93.39935603"
Gabtype	wifi	"37.0499786,-93.52811047"
Wikibox	wifi	"37.34472534,-93.59380219"
Npath	wifi	"37.2183003,-93.34777072"
Kwideo	wifi	"37.31400121,-93.35522436"
Cogilith	wifi	"37.11486442,-93.56841747"
Twimm	wifi	"37.05574994,-93.51262705"
Avaveo	wifi	"37.22719056,-93.61670355"
Katz	wifi	"37.28552128,-93.35645753"
Shufflester	wifi	"37.15809681,-93.36497963"
Demimbu	wifi	"37.38222947,-93.33177239"
Mybuzz	wifi	"37.06920867,-93.02519689"
Ailane	wifi	"37.07571038,-93.59466251"
Tavu	wifi	"37.26386731,-92.94958038"
Abata	wifi	"37.32951504,-92.99855646"
Yombu	wifi	"37.30677252,-93.38097713"
Gigabox	wifi	"37.10473912,-93.33847891"
Devpulse	wifi	"37.47693032,-93.20271778"
Gabcube	wifi	"37.21583461,-93.29151115"
Voonyx	wifi	"37.32040958,-93.45025176"
Agimba	wifi	"37.17431048,-93.48679295"
Eabox	wifi	"37.39455483,-93.33354603"
Bubblemix	wifi	"37.44500782,-93.2965245"
Wordify	wifi	"37.33695769,-93.42596968"
Fiveclub	wifi	"36.93904242,-93.39672763"
Dynazzy	wifi	"37.40439711,-93.49258422"
Rhynoodle	wifi	"37.18511102,-92.99009142"
Babbleopia	wifi	"37.37026935,-93.59216662"
Camimbo	wifi	"37.38612303,-93.56795031"
Thoughtstorm	wifi	"37.3412577,-93.32182682"
Gabvine	wifi	"37.30022729,-93.12860601"
Skiba	wifi	"36.94682607,-93.40231801"
Thoughtbridge	wifi	"37.31994137,-93.03428555"
Yoveo	wifi	"37.14001633,-93.60768243"
Kamba	wifi	"37.14193229,-93.5128632"
Skippad	wifi	"37.06023669,-93.30338697"
Brightdog	wifi	"37.28282329,-93.12883728"
Rooxo	wifi	"37.23911475,-93.06757775"
Gigaclub	wifi	"37.16272858,-93.14892171"
Skipfire	wifi	"36.97310641,-93.24901928"
Shufflester	wifi	"37.19267504,-93.37098147"
Jaxspan	wifi	"37.22395511,-93.39591708"
Wikivu	wifi	"37.19553441,-93.37822027"
Skimia	wifi	"37.0582241,-93.45138362"
Minyx	wifi	"37.25883593,-93.59259285"
Twitterlist	wifi	"37.08151043,-93.57292094"
Kare	wifi	"37.329662,-93.58778443"
Oyonder	wifi	"37.28078742,-92.96297862"
Devpulse	wifi	"37.28649229,-93.310942"
Katz	wifi	"37.30087807,-93.35398858"
Fliptune	wifi	"37.25489201,-93.4184798"
Skynoodle	wifi	"37.45273519,-93.32737859"
Gabcube	wifi	"37.10060243,-93.61420614"
Oyoloo	wifi	"36.98252213,-93.20751378"
Meembee	wifi	"36.94323633,-93.41636569"
Kwinu	wifi	"37.45461527,-93.20907857"
Oyoloo	wifi	"37.40933516,-93.05486082"
Skinder	wifi	"37.39847068,-93.54062376"
Browsecat	wifi	"37.23874238,-93.08311223"
Wikido	wifi	"37.42491174,-93.1839164"
Meembee	wifi	"37.1621115,-93.11338335"
Jamia	wifi	"37.1953851,-93.47158884"
Zoombeat	wifi	"37.02772194,-93.07810409"
Realcube	wifi	"37.29262624,-93.22085185"
Skiptube	wifi	"37.37225724,-93.29056708"
Skimia	wifi	"37.20876997,-93.39043316"
Blogpad	wifi	"37.36517942,-93.45464233"
Demivee	wifi	"37.01404796,-93.46979984"
Fatz	wifi	"36.98756592,-93.31931644"
Vipe	wifi	"37.30343373,-93.39739129"
Jaxnation	wifi	"37.06698495,-93.3700408"
Photobug	wifi	"37.21028072,-93.54162357"
Twitterbeat	wifi	"37.41805761,-93.24668906"
Lazz	wifi	"37.26645223,-93.38249535"
Quamba	wifi	"36.98371279,-93.48598323"
Skivee	wifi	"37.09499762,-93.517784"
Babbleopia	wifi	"37.37061379,-93.1332003"
Eimbee	wifi	"37.37874511,-93.15375261"
Brainsphere	wifi	"37.2138475,-93.11035002"
Trilia	wifi	"37.05450133,-93.30487376"
Chatterbridge	wifi	"37.1553173,-93.56209539"
Wordtune	wifi	"37.09856163,-93.36663927"
Shuffledrive	wifi	"37.04101283,-93.22215617"
Zooxo	wifi	"37.15857238,-93.60347185"
Quatz	wifi	"37.30919363,-92.98375319"
Mynte	wifi	"37.10751549,-93.4817789"
Brightbean	wifi	"36.93860653,-93.21077695"
Kwilith	wifi	"37.23955091,-92.95364413"
Devbug	wifi	"37.35076512,-93.42461043"
Skinte	wifi	"37.21637867,-93.60783691"
Zoomcast	wifi	"37.0696125,-93.32448099"
Npath	wifi	"37.08715719,-93.09194088"
Mydo	wifi	"37.16325168,-93.17138386"
Thoughtbeat	wifi	"37.1452421,-93.06740904"
Bluejam	wifi	"37.37486475,-93.42551115"
Buzzdog	wifi	"37.45527329,-93.17417177"
Thoughtmix	wifi	"37.3506207,-93.07134563"
Latz	wifi	"37.36498129,-93.58802029"
Thoughtmix	wifi	"37.33774769,-93.04891129"
Wordtune	wifi	"36.96513785,-93.23316384"
Ainyx	wifi	"37.25044097,-93.61568281"
Meedoo	wifi	"37.14757,-93.03761592"
Cogibox	wifi	"37.20586658,-93.38903274"
Flashset	wifi	"37.41227137,-93.53896278"
Janyx	wifi	"37.07134001,-93.53335086"
Buzzster	wifi	"37.27504936,-93.30225891"
Mudo	wifi	"36.97741373,-93.22906822"
Jaxspan	wifi	"37.11927585,-93.3851889"
Jazzy	wifi	"37.14055294,-93.34364059"
Avamba	wifi	"37.25055998,-93.2785475"
Browsebug	wifi	"37.1216812,-93.30659316"
Jatri	wifi	"37.25479269,-93.03802773"
Skiba	wifi	"37.02065389,-93.15303596"
Browsedrive	wifi	"37.37888225,-93.15994662"
Youspan	wifi	"37.36981793,-93.50741339"
Wikizz	wifi	"37.06095042,-93.5000723"
Trupe	wifi	"37.00477725,-93.12893407"
Gigazoom	wifi	"37.05998529,-93.19518746"
Gevee	wifi	"37.19315731,-93.64945676"
Twiyo	wifi	"37.35384985,-93.47702237"
Feedfish	wifi	"37.02405984,-93.43272902"
Voonder	wifi	"37.21037078,-92.9901241"
Avamba	wifi	"37.06316562,-93.39777228"
Skidoo	wifi	"37.23491304,-93.48616654"
Jaloo	wifi	"37.26071879,-93.50065713"
Zoomzone	wifi	"37.35841981,-93.07759254"
Twimm	wifi	"37.13722627,-92.96122727"
Meevee	wifi	"37.3174233,-93.51955453"
Skyvu	wifi	"37.09786807,-93.0522109"
Fivebridge	wifi	"37.33711046,-93.27689987"
Vimbo	wifi	"37.20032834,-93.27357849"
Flashpoint	wifi	"36.98120037,-93.33870301"
Skalith	wifi	"37.26796951,-93.10997497"
Kayveo	wifi	"37.11052551,-93.47664248"
Katz	wifi	"37.48355054,-93.24778693"
Jabbersphere	wifi	"37.43719373,-93.33600852"
Skidoo	wifi	"37.17795043,-93.30630768"
Leexo	wifi	"37.18891965,-93.42647388"
Skinder	wifi	"37.20640148,-93.56388904"
Dazzlesphere	wifi	"37.29655875,-93.23391294"
Oodoo	wifi	"37.36839481,-92.99386388"
Flipstorm	wifi	"37.4586212,-93.18781987"
Npath	wifi	"37.00143122,-93.47244702"
Twitterbeat	wifi	"37.16619731,-93.39809416"
Omba	wifi	"37.47335983,-93.19671248"
Abata	wifi	"37.05012463,-93.03517536"
Voonder	wifi	"37.43609908,-93.30469942"
Zoombox	wifi	"37.10245443,-93.31557455"
Tagpad	wifi	"37.07235447,-93.32312316"
Vidoo	wifi	"37.09835344,-93.40319874"
Youopia	wifi	"37.20448465,-93.07717016"
Edgeblab	wifi	"37.43068138,-93.23542413"
Kazu	wifi	"37.14803288,-93.56247049"
Devcast	wifi	"37.47498218,-93.34885427"
Gabvine	wifi	"37.050065,-93.23750946"
Dazzlesphere	wifi	"37.36348598,-93.01104547"
Realbridge	wifi	"37.03663883,-93.03575775"
Twitterworks	wifi	"37.30731881,-93.39786657"
Yotz	wifi	"37.22234349,-93.55502555"
Fadeo	wifi	"36.97169162,-93.21792585"
Gigabox	wifi	"37.08783924,-93.43558018"
Divanoodle	wifi	"37.43509421,-93.1716543"
Zoovu	wifi	"37.02337675,-93.52974042"
Fadeo	wifi	"37.42977903,-93.17666228"
Muxo	wifi	"37.29735938,-93.46201117"
Layo	wifi	"37.34474387,-93.09563929"
Yakitri	wifi	"37.08805293,-93.59458659"
Rhynyx	wifi	"37.01025226,-93.43615055"
Twitterbeat	wifi	"37.31137459,-93.04305959"
Thoughtblab	wifi	"37.15908791,-93.21699799"
Skibox	wifi	"37.10275393,-93.5581341"
Divape	wifi	"37.08277646,-93.37245068"
Kimia	wifi	"37.3087059,-93.57993889"
Kwideo	wifi	"37.2982545,-93.34450294"
Eayo	wifi	"37.24835027,-93.6384233"
Tagfeed	wifi	"37.22403392,-93.54317105"
Yabox	wifi	"37.44859708,-93.32442021"
Skiba	wifi	"37.29859177,-92.9567322"
Youopia	wifi	"37.02686778,-93.26876471"
Podcat	wifi	"37.39442331,-93.26391017"
Photojam	wifi	"37.28956531,-93.36883607"
Skinder	wifi	"37.2215721,-93.44161238"
Skaboo	wifi	"37.06166671,-93.13130891"
Kwinu	wifi	"37.28987763,-92.98399931"
Rhyzio	wifi	"37.23517746,-93.35326672"
Blogtags	wifi	"37.18369864,-93.2543958"
Shufflester	wifi	"37.04921267,-93.24876584"
Topicstorm	wifi	"37.2125097,-93.06263238"
Kimia	wifi	"37.24878219,-93.38171674"
Pixonyx	wifi	"37.13771704,-93.5053528"
Rhynyx	wifi	"37.18573502,-93.63311721"
Topiclounge	wifi	"37.13100404,-93.33662028"
Eidel	wifi	"37.25743174,-93.55967442"
Meevee	wifi	"37.0305393,-93.35122506"
Vipe	wifi	"37.06291749,-92.98848983"
Jaloo	wifi	"37.08774877,-93.45709597"
Skalith	wifi	"37.11767894,-93.51183058"
Twitternation	wifi	"37.01108892,-93.03439532"
Thoughtstorm	wifi	"37.08731634,-93.44192484"
Devshare	wifi	"37.0369783,-93.22614773"
Twimbo	wifi	"37.06706161,-93.21664752"
Kwinu	wifi	"37.21081889,-93.50259857"
Shuffledrive	wifi	"37.02574298,-93.51579521"
Kwimbee	wifi	"37.24826778,-93.37611796"
Tavu	wifi	"37.28751767,-93.56486153"
Skynoodle	wifi	"37.12931292,-93.09655748"
Linklinks	wifi	"37.36425922,-93.51794649"
Kwimbee	wifi	"37.40478418,-93.20911591"
Livetube	wifi	"37.29401095,-92.95072057"
Zoomzone	wifi	"37.28985535,-93.21359933"
Yakitri	wifi	"36.94400318,-93.34191566"
Zoonder	wifi	"37.15788943,-93.38720535"
Vimbo	wifi	"37.36673482,-93.27108282"
Voomm	wifi	"37.27357524,-93.16202293"
Photojam	wifi	"37.0119152,-93.05483261"
Brainsphere	wifi	"37.22072626,-93.55416202"
Feedfire	wifi	"37.14565942,-93.43713909"
Vinder	wifi	"37.10861318,-93.04637626"
Skilith	wifi	"37.06363282,-93.04291047"
Dabshots	wifi	"37.42760897,-93.26774766"
Meeveo	wifi	"37.30715095,-93.55088424"
Meevee	wifi	"37.13072436,-93.3700476"
Blogspan	wifi	"37.26737689,-92.99675565"
Jabbercube	wifi	"37.09028837,-93.49245106"
Thoughtmix	wifi	"37.32947959,-93.16520394"
Flipopia	wifi	"37.43466208,-93.32690533"
Shufflebeat	wifi	"37.34887426,-93.44577215"
Skipfire	wifi	"37.09464941,-93.55105858"
Voonte	wifi	"37.21391321,-93.62338783"
Oozz	wifi	"37.24621076,-93.48599161"
Chatterpoint	wifi	"37.18030947,-93.26233301"
Bluezoom	wifi	"37.08737083,-93.29601631"
Zoozzy	wifi	"37.19399804,-93.4990269"
Skyble	wifi	"37.07588444,-93.03600914"
Leexo	wifi	"37.48703837,-93.33094546"
Eabox	wifi	"37.05235183,-93.19630181"
Kwinu	wifi	"37.2214245,-93.65421745"
Flashpoint	wifi	"36.94731513,-93.41947155"
Thoughtbeat	wifi	"37.26428316,-93.1963251"
Browsebug	wifi	"37.12142618,-93.3376935"
Plambee	wifi	"37.23855201,-93.50186592"
Ooba	wifi	"37.32319929,-93.60448892"
Trupe	wifi	"37.19126633,-93.20768846"
Buzzbean	wifi	"36.97784012,-93.45779657"
Tavu	wifi	"37.11838097,-93.63196408"
Meevee	wifi	"37.24504198,-93.55263246"
Midel	wifi	"37.11173071,-93.0278635"
Jetpulse	wifi	"37.17332732,-93.40825377"
Thoughtsphere	wifi	"37.13164673,-93.26505998"
Yodo	wifi	"37.15800727,-93.37957903"
Jatri	wifi	"37.19372383,-93.14038759"
Skyndu	wifi	"37.33212652,-93.30814697"
Photolist	wifi	"37.23705737,-93.46941091"
Demimbu	wifi	"37.09115309,-93.23470986"
Jabbertype	wifi	"37.1974575,-92.94562169"
Demimbu	wifi	"37.03499014,-93.20663467"
Fivespan	wifi	"37.32211952,-93.52869158"
Ntag	wifi	"37.45567473,-93.28563458"
Buzzdog	wifi	"37.32047808,-93.40658263"
Tazzy	wifi	"37.39813446,-93.3584105"
Kwimbee	wifi	"37.14432778,-93.09181957"
Divanoodle	wifi	"36.98552452,-93.32264165"
Youbridge	wifi	"37.31916483,-93.50656687"
Lazzy	wifi	"37.48321908,-93.34323129"
Plajo	wifi	"37.33711445,-93.29067298"
Brightbean	wifi	"37.27015525,-93.27552257"
Skidoo	wifi	"37.18321484,-93.11606449"
Thoughtsphere	wifi	"37.30110634,-93.38281959"
Abatz	wifi	"37.47699515,-93.17520404"
Oyoba	wifi	"37.2604904,-93.35497856"
Aimbo	wifi	"37.08552612,-93.11606425"
Nlounge	wifi	"37.08200179,-93.16827185"
Twitterbeat	wifi	"37.12466656,-93.46699756"
Skyvu	wifi	"37.0502593,-93.04962216"
Quinu	wifi	"37.36435717,-93.17602215"
Pixoboo	wifi	"37.34916775,-93.47223349"
Linktype	wifi	"37.32220203,-93.39865292"
Brainbox	wifi	"37.08129607,-93.0910619"
Realbuzz	wifi	"37.1253327,-93.10742141"
Ainyx	wifi	"37.09723943,-93.09725196"
Divanoodle	wifi	"37.13073785,-93.26501196"
Vinte	wifi	"37.37787773,-93.06580428"
InnoZ	wifi	"37.29336248,-93.27079572"
Yata	wifi	"37.2135809,-93.03276283"
Thoughtmix	wifi	"37.21937998,-92.94289707"
Realcube	wifi	"37.2059823,-93.02088287"
Fadeo	wifi	"36.98197621,-93.29043619"
Roodel	wifi	"37.14609555,-93.53018084"
Zooxo	wifi	"37.1795936,-93.25368719"
Avamba	wifi	"37.34984823,-93.18509799"
